Wavelength,Spectra 1,Spectra 2,Spectra 3,Spectra 4,Spectra 5
877,0.854696,0.77487,0.818274,0.910666,0.792566
878,0.853808,0.773967,0.817743,0.910199,0.791613
879,0.852915,0.773057,0.816936,0.9094,0.790512
880,0.851967,0.771981,0.816088,0.908633,0.78945
881,0.851004,0.770868,0.815397,0.908065,0.788524
882,0.85017,0.77012,0.814897,0.907509,0.787662
883,0.849544,0.76947,0.81427,0.907157,0.786858
884,0.848834,0.76848,0.813663,0.906584,0.78603
885,0.847999,0.767178,0.813178,0.905767,0.785162
886,0.847498,0.766364,0.812702,0.905505,0.784362
887,0.846745,0.765485,0.812092,0.905148,0.783594
888,0.846016,0.764691,0.81158,0.904741,0.782819
889,0.845503,0.764083,0.811255,0.904348,0.782019
890,0.844698,0.763271,0.810652,0.903682,0.781233
891,0.843939,0.762399,0.810198,0.903017,0.7805
892,0.843249,0.761485,0.809749,0.902414,0.779695
893,0.842592,0.760579,0.809122,0.901894,0.778786
894,0.842112,0.759954,0.808579,0.90162,0.778233
895,0.841349,0.759137,0.808012,0.901037,0.777437
896,0.840523,0.758265,0.807573,0.900451,0.776617
897,0.840013,0.757676,0.807423,0.900303,0.776181
898,0.839555,0.757379,0.80737,0.899951,0.775789
899,0.838967,0.756749,0.806905,0.899476,0.775136
900,0.83831,0.75584,0.806259,0.898925,0.77434
901,0.837748,0.755085,0.805951,0.898338,0.773713
902,0.83718,0.754555,0.805542,0.897785,0.773094
903,0.836653,0.754024,0.805197,0.89745,0.772587
904,0.836248,0.753421,0.805158,0.89732,0.77223
905,0.835987,0.75283,0.805119,0.897206,0.771958
906,0.835346,0.752399,0.804812,0.896781,0.771365
907,0.834899,0.752046,0.804626,0.896626,0.770943
908,0.834687,0.751633,0.804584,0.89659,0.770649
909,0.834208,0.75105,0.804245,0.895923,0.769954
910,0.833679,0.750695,0.804132,0.895665,0.769443
911,0.833174,0.75023,0.804039,0.89554,0.768943
912,0.832707,0.749559,0.803834,0.895264,0.768407
913,0.832251,0.748983,0.8036,0.894798,0.768033
914,0.83199,0.748848,0.803526,0.894657,0.767993
915,0.831719,0.7486,0.803338,0.894509,0.767746
916,0.831348,0.748053,0.803008,0.894163,0.767144
917,0.831031,0.747736,0.802997,0.893843,0.766726
918,0.830818,0.747552,0.802987,0.893783,0.7665
919,0.830431,0.747189,0.802911,0.893701,0.766266
920,0.829892,0.746626,0.802692,0.89343,0.765915
921,0.829789,0.746378,0.802793,0.893177,0.765581
922,0.82962,0.746075,0.802969,0.892981,0.765418
923,0.829334,0.745715,0.803076,0.892776,0.765248
924,0.82906,0.745676,0.803099,0.892592,0.764999
925,0.829057,0.745638,0.803232,0.892689,0.764963
926,0.828935,0.745611,0.803432,0.892706,0.764883
927,0.828711,0.745322,0.803515,0.892605,0.764668
928,0.82849,0.744928,0.803424,0.892457,0.764376
929,0.828298,0.744681,0.803476,0.892359,0.764291
930,0.828091,0.74455,0.803289,0.892305,0.764004
931,0.82806,0.744573,0.803333,0.892252,0.763892
932,0.82803,0.7447,0.803892,0.892199,0.764177
933,0.827765,0.744631,0.80416,0.892026,0.764081
934,0.827464,0.744464,0.804172,0.891663,0.764015
935,0.827283,0.744267,0.804218,0.891494,0.763977
936,0.827284,0.744153,0.804553,0.891743,0.763938
937,0.82735,0.744377,0.805073,0.891894,0.764166
938,0.827499,0.744438,0.805301,0.892072,0.764187
939,0.827689,0.744389,0.805381,0.892117,0.764007
940,0.82782,0.744415,0.805568,0.891946,0.763835
941,0.827677,0.744437,0.805679,0.891973,0.76389
942,0.827504,0.744363,0.805928,0.892032,0.764026
943,0.827326,0.744244,0.806169,0.891896,0.764054
944,0.827162,0.74419,0.806291,0.891549,0.7642
945,0.827288,0.744317,0.806786,0.89171,0.764346
946,0.827576,0.744513,0.807186,0.892013,0.764432
947,0.827715,0.744631,0.807471,0.892084,0.764513
948,0.827526,0.744731,0.80776,0.89213,0.764593
949,0.827457,0.744831,0.807972,0.892176,0.764677
950,0.827631,0.745021,0.808337,0.892222,0.765025
951,0.827817,0.745118,0.808644,0.892483,0.765359
952,0.82784,0.74517,0.808746,0.892588,0.76536
953,0.827863,0.745427,0.809368,0.892745,0.765528
954,0.82823,0.745884,0.810133,0.893112,0.765939
955,0.828696,0.746373,0.810775,0.893435,0.766282
956,0.828944,0.746688,0.811148,0.893436,0.766315
957,0.828991,0.746697,0.811293,0.893437,0.766625
958,0.829037,0.746944,0.811655,0.893437,0.766836
959,0.829279,0.74726,0.812135,0.893521,0.767027
960,0.829287,0.747339,0.81249,0.89362,0.767374
961,0.829572,0.747487,0.812823,0.893718,0.767737
962,0.829923,0.747905,0.813439,0.89414,0.768244
963,0.830214,0.748422,0.81412,0.894496,0.768604
964,0.830428,0.748799,0.814581,0.894597,0.768631
965,0.830772,0.749139,0.815044,0.894824,0.769005
966,0.831165,0.749513,0.815492,0.894935,0.769412
967,0.831398,0.749861,0.815882,0.89504,0.769813
968,0.831428,0.750163,0.81628,0.895316,0.770246
969,0.831841,0.750667,0.81713,0.895773,0.770684
970,0.832247,0.751262,0.817954,0.895882,0.771204
971,0.832533,0.75171,0.818564,0.895902,0.77168
972,0.832795,0.751949,0.819068,0.896299,0.772078
973,0.833439,0.752533,0.820093,0.897309,0.772822
974,0.833847,0.75303,0.820919,0.897723,0.773481
975,0.834101,0.753446,0.821558,0.897841,0.774043
976,0.834421,0.753943,0.822203,0.898136,0.774569
977,0.834763,0.754723,0.82287,0.898171,0.774946
978,0.835195,0.755244,0.823431,0.89832,0.775359
979,0.835672,0.755688,0.824022,0.898667,0.775827
980,0.836154,0.756302,0.824762,0.899171,0.776353
981,0.836697,0.756972,0.825567,0.899744,0.777013
982,0.837091,0.757684,0.826256,0.899911,0.777566
983,0.837483,0.758235,0.826908,0.900089,0.778071
984,0.838036,0.758643,0.827665,0.900647,0.77871
985,0.838755,0.759366,0.82863,0.901394,0.779688
986,0.839515,0.760164,0.829444,0.90201,0.7804
987,0.839735,0.760623,0.830063,0.902238,0.780812
988,0.839834,0.760826,0.830627,0.902398,0.781176
989,0.839932,0.761588,0.831403,0.902557,0.781897
990,0.840809,0.762601,0.832308,0.902993,0.782675
991,0.84164,0.763515,0.833205,0.903514,0.78348
992,0.842202,0.764184,0.833957,0.904018,0.784199
993,0.842717,0.764779,0.834497,0.904294,0.784637
994,0.843275,0.765529,0.835205,0.904766,0.785401
995,0.843778,0.766215,0.83618,0.905213,0.786253
996,0.844283,0.766856,0.837224,0.905707,0.787025
997,0.84498,0.767699,0.837948,0.906565,0.787755
998,0.845625,0.76815,0.838472,0.906692,0.788264
999,0.846274,0.768732,0.839207,0.906655,0.789094
1000,0.846872,0.769571,0.840223,0.90696,0.790118
1001,0.843615,0.765835,0.836091,0.904666,0.786094
1002,0.844115,0.766615,0.836909,0.905101,0.786849
1003,0.844673,0.76736,0.837747,0.905543,0.787602
1004,0.845271,0.768097,0.838574,0.905971,0.788339
1005,0.845945,0.768826,0.83934,0.906305,0.789022
1006,0.846577,0.769601,0.840177,0.906827,0.789782
1007,0.847184,0.770302,0.841054,0.907459,0.790541
1008,0.847881,0.771183,0.841944,0.908004,0.791373
1009,0.848636,0.772236,0.842842,0.908595,0.792303
1010,0.84935,0.773154,0.843758,0.909179,0.793137
1011,0.850145,0.774103,0.844738,0.909705,0.793955
1012,0.850843,0.775026,0.84566,0.910275,0.794805
1013,0.851427,0.775878,0.846557,0.91089,0.795609
1014,0.852085,0.776749,0.847461,0.911517,0.79645
1015,0.85268,0.777648,0.848295,0.912224,0.797346
1016,0.853396,0.778533,0.849216,0.912798,0.798239
1017,0.85425,0.779351,0.85026,0.913317,0.799087
1018,0.855039,0.780231,0.851189,0.913852,0.800005
1019,0.855832,0.781138,0.852088,0.914348,0.800961
1020,0.856681,0.782064,0.852996,0.914669,0.801978
1021,0.857466,0.78301,0.853873,0.915253,0.802931
1022,0.858181,0.783986,0.854641,0.91599,0.803894
1023,0.858935,0.784961,0.855499,0.916611,0.804847
1024,0.859703,0.785972,0.856403,0.917299,0.805772
1025,0.860465,0.786933,0.857298,0.917913,0.806696
1026,0.861193,0.787873,0.858164,0.918416,0.807558
1027,0.861983,0.788842,0.859103,0.919006,0.80856
1028,0.862826,0.789752,0.86011,0.919658,0.809654
1029,0.863615,0.790743,0.861078,0.920255,0.810666
1030,0.864375,0.791775,0.862085,0.920855,0.811769
1031,0.865187,0.792833,0.863041,0.921423,0.812777
1032,0.866032,0.793985,0.863961,0.921904,0.813676
1033,0.866833,0.795065,0.864869,0.922449,0.814564
1034,0.867665,0.796138,0.865649,0.922943,0.815381
1035,0.868445,0.797211,0.866629,0.923602,0.816274
1036,0.86925,0.798217,0.867574,0.924198,0.817166
1037,0.870008,0.799132,0.868542,0.924823,0.818012
1038,0.870763,0.800124,0.869475,0.925436,0.818936
1039,0.871551,0.801143,0.87045,0.926022,0.819904
1040,0.872302,0.802083,0.871357,0.926645,0.820907
1041,0.872955,0.802971,0.872153,0.927291,0.821954
1042,0.873734,0.803947,0.873075,0.927956,0.822992
1043,0.874597,0.804897,0.87403,0.92869,0.824113
1044,0.875409,0.80589,0.875017,0.929333,0.825148
1045,0.876258,0.807004,0.876051,0.929922,0.826116
1046,0.877065,0.808048,0.877125,0.930556,0.827118
1047,0.877809,0.809029,0.878307,0.931156,0.828146
1048,0.878599,0.810054,0.879369,0.931776,0.829111
1049,0.879433,0.811149,0.880404,0.932444,0.830043
1050,0.880215,0.812138,0.881478,0.933108,0.830976
1051,0.88103,0.813113,0.88239,0.933799,0.831963
1052,0.881793,0.814156,0.883232,0.93438,0.832872
1053,0.882543,0.815155,0.884115,0.934947,0.833801
1054,0.883256,0.816127,0.884971,0.9355,0.834763
1055,0.884008,0.817125,0.885849,0.93606,0.835754
1056,0.88476,0.818132,0.886766,0.936564,0.836731
1057,0.885516,0.819124,0.887623,0.937105,0.837693
1058,0.8863,0.820071,0.888446,0.937679,0.838716
1059,0.887042,0.821077,0.889287,0.938203,0.839685
1060,0.887735,0.822165,0.890069,0.938671,0.840599
1061,0.888473,0.823155,0.890914,0.939209,0.841513
1062,0.889217,0.824168,0.891857,0.939817,0.84242
1063,0.889981,0.825137,0.892733,0.940349,0.843353
1064,0.890798,0.826042,0.893565,0.940843,0.844257
1065,0.891568,0.826838,0.894417,0.941358,0.845155
1066,0.892311,0.827821,0.895374,0.941952,0.846248
1067,0.893028,0.828754,0.896178,0.942463,0.84725
1068,0.893806,0.829689,0.897113,0.94297,0.848173
1069,0.894655,0.83076,0.898104,0.943565,0.849146
1070,0.895364,0.831692,0.898953,0.944098,0.850082
1071,0.896059,0.832525,0.899745,0.944546,0.850938
1072,0.896728,0.833466,0.900528,0.945038,0.851834
1073,0.897205,0.834394,0.90117,0.945548,0.852779
1074,0.89789,0.835335,0.90196,0.946046,0.853661
1075,0.898726,0.836392,0.902835,0.946543,0.854497
1076,0.899462,0.83732,0.903615,0.947012,0.855335
1077,0.900264,0.838186,0.904443,0.947518,0.856141
1078,0.900972,0.839057,0.905212,0.947974,0.856976
1079,0.901578,0.839877,0.905867,0.948395,0.857821
1080,0.902211,0.840675,0.906579,0.948749,0.858651
1081,0.902775,0.841458,0.907312,0.949044,0.859502
1082,0.903422,0.842177,0.907998,0.949311,0.860302
1083,0.904148,0.842936,0.90876,0.949647,0.861126
1084,0.904835,0.843836,0.909552,0.94999,0.861942
1085,0.905592,0.844771,0.910334,0.950375,0.862708
1086,0.906318,0.845672,0.911154,0.95084,0.863527
1087,0.90694,0.846448,0.911905,0.951211,0.86428
1088,0.907585,0.847181,0.912581,0.95153,0.864994
1089,0.908223,0.847979,0.913273,0.951861,0.865792
1090,0.908864,0.848767,0.913924,0.952165,0.866677
1091,0.90944,0.849539,0.91461,0.952488,0.867433
1092,0.909962,0.85035,0.915322,0.952819,0.868212
1093,0.910531,0.851153,0.916001,0.953151,0.86892
1094,0.911098,0.851897,0.916732,0.953517,0.869463
1095,0.911662,0.852688,0.917353,0.953861,0.870133
1096,0.912243,0.853535,0.917878,0.954183,0.870848
1097,0.912832,0.854381,0.918426,0.954492,0.87155
1098,0.91341,0.855138,0.919036,0.954897,0.872295
1099,0.913933,0.855843,0.919602,0.955228,0.873053
1100,0.914472,0.85653,0.920239,0.955543,0.87372
1101,0.915017,0.857175,0.92085,0.955838,0.874345
1102,0.915528,0.857864,0.921327,0.95604,0.874984
1103,0.916058,0.858564,0.921831,0.956293,0.875666
1104,0.916622,0.859237,0.92236,0.956547,0.876402
1105,0.917183,0.86001,0.922863,0.956813,0.877126
1106,0.917781,0.860761,0.923376,0.957075,0.877787
1107,0.918361,0.861406,0.923894,0.957274,0.878341
1108,0.918904,0.862059,0.92445,0.95759,0.878957
1109,0.919436,0.862694,0.925042,0.958005,0.87958
1110,0.919932,0.863297,0.925591,0.958333,0.880182
1111,0.920384,0.863845,0.926222,0.958737,0.880815
1112,0.920824,0.86445,0.926728,0.959071,0.881403
1113,0.921202,0.865062,0.927139,0.959301,0.881952
1114,0.921638,0.865684,0.927514,0.959559,0.882443
1115,0.922172,0.866311,0.927964,0.959921,0.882983
1116,0.922718,0.866968,0.928412,0.960245,0.883542
1117,0.923219,0.867643,0.928918,0.960613,0.884031
1118,0.923721,0.868249,0.929481,0.960967,0.884561
1119,0.924191,0.868858,0.929965,0.961324,0.885146
1120,0.924611,0.869525,0.93045,0.961659,0.885734
1121,0.925146,0.870118,0.930939,0.962017,0.886309
1122,0.925755,0.870714,0.931382,0.962438,0.886851
1123,0.926269,0.871328,0.931865,0.962758,0.887317
1124,0.926738,0.871857,0.932354,0.96311,0.887753
1125,0.92718,0.872379,0.932822,0.963542,0.888296
1126,0.927549,0.872886,0.933307,0.963894,0.888868
1127,0.927961,0.873414,0.933747,0.964286,0.889364
1128,0.928384,0.873937,0.934133,0.964782,0.889827
1129,0.92882,0.874471,0.934545,0.965187,0.8903
1130,0.929272,0.875024,0.934926,0.965525,0.890731
1131,0.929731,0.875575,0.935367,0.965881,0.891151
1132,0.930141,0.876112,0.93583,0.966265,0.891645
1133,0.930518,0.876626,0.936293,0.9666,0.892154
1134,0.930892,0.877075,0.936729,0.967017,0.892591
1135,0.931235,0.877528,0.937143,0.967492,0.89303
1136,0.931583,0.877967,0.93752,0.9679,0.893425
1137,0.931965,0.878367,0.937859,0.968284,0.893793
1138,0.932317,0.878811,0.938212,0.968622,0.894174
1139,0.932651,0.879276,0.938541,0.96887,0.894573
1140,0.933064,0.879746,0.938865,0.969121,0.895041
1141,0.933441,0.880185,0.93925,0.96939,0.895459
1142,0.933726,0.880548,0.939612,0.969682,0.895832
1143,0.934009,0.880902,0.939894,0.970004,0.896209
1144,0.934199,0.881285,0.940145,0.970289,0.8965
1145,0.934377,0.881651,0.940393,0.970571,0.896779
1146,0.934673,0.882064,0.940686,0.970849,0.89712
1147,0.935075,0.882592,0.941016,0.971085,0.897511
1148,0.935427,0.88304,0.941335,0.971321,0.897887
1149,0.935834,0.883455,0.941693,0.971555,0.898273
1150,0.93625,0.883855,0.941995,0.971821,0.8987
1151,0.936542,0.884319,0.942288,0.972105,0.899123
1152,0.936817,0.884769,0.942627,0.972409,0.899496
1153,0.937165,0.885206,0.942943,0.972718,0.89985
1154,0.937528,0.885681,0.943264,0.972994,0.900229
1155,0.937921,0.88611,0.943591,0.973198,0.90059
1156,0.938346,0.886495,0.943903,0.97344,0.900956
1157,0.938644,0.886933,0.944281,0.973729,0.901339
1158,0.938889,0.887412,0.944704,0.974035,0.901748
1159,0.939206,0.887868,0.945142,0.974367,0.902153
1160,0.939518,0.888285,0.94552,0.974613,0.902541
1161,0.939879,0.888659,0.945763,0.974864,0.902931
1162,0.940331,0.889037,0.946042,0.97514,0.903304
1163,0.94073,0.889511,0.946391,0.975355,0.903677
1164,0.941103,0.890001,0.946731,0.975664,0.904083
1165,0.941507,0.890461,0.947135,0.975992,0.904521
1166,0.941817,0.890924,0.947495,0.97621,0.904932
1167,0.942143,0.891357,0.947825,0.976454,0.90534
1168,0.942447,0.891727,0.948093,0.976718,0.905749
1169,0.94276,0.892089,0.948395,0.97694,0.906132
1170,0.94305,0.89253,0.948692,0.977125,0.906495
1171,0.943399,0.892972,0.949016,0.977406,0.906926
1172,0.943707,0.893388,0.949329,0.977681,0.907317
1173,0.944012,0.893822,0.949619,0.9779,0.907691
1174,0.944342,0.894258,0.949908,0.978129,0.908112
1175,0.944656,0.894707,0.950198,0.978317,0.908463
1176,0.94502,0.895153,0.950558,0.978503,0.908825
1177,0.945408,0.895613,0.950904,0.978768,0.909248
1178,0.945782,0.896074,0.951235,0.979033,0.909663
1179,0.946117,0.89648,0.951635,0.979256,0.910079
1180,0.946423,0.896915,0.951965,0.979445,0.910467
1181,0.946727,0.897407,0.952261,0.979644,0.910881
1182,0.947041,0.897878,0.952586,0.979877,0.911293
1183,0.947409,0.898335,0.952863,0.980145,0.911659
1184,0.947752,0.89879,0.953178,0.980414,0.912101
1185,0.948029,0.899185,0.953538,0.980619,0.912532
1186,0.948305,0.899559,0.953934,0.980806,0.912884
1187,0.948607,0.899965,0.954321,0.981003,0.913266
1188,0.948891,0.900379,0.954744,0.981175,0.913664
1189,0.949237,0.900828,0.955089,0.981398,0.914056
1190,0.94961,0.901299,0.95541,0.981682,0.914482
1191,0.949936,0.901757,0.955708,0.981879,0.914958
1192,0.950226,0.902196,0.95597,0.982047,0.915377
1193,0.950498,0.902606,0.956307,0.982275,0.915795
1194,0.950815,0.903054,0.956675,0.982448,0.916202
1195,0.951188,0.903538,0.957044,0.982691,0.916587
1196,0.951579,0.903996,0.95744,0.983003,0.917062
1197,0.951971,0.9045,0.957801,0.983219,0.917572
1198,0.952403,0.905048,0.958191,0.983495,0.918033
1199,0.952817,0.905542,0.9586,0.983802,0.918475
1200,0.953137,0.906005,0.958904,0.984044,0.918881
1201,0.953462,0.906429,0.959224,0.984299,0.919299
1202,0.953775,0.906797,0.959591,0.984492,0.919751
1203,0.954065,0.907248,0.959922,0.984613,0.920184
1204,0.954447,0.907826,0.960354,0.984805,0.9207
1205,0.954893,0.908434,0.960799,0.985053,0.9212
1206,0.955281,0.908948,0.96116,0.985265,0.921638
1207,0.955638,0.909402,0.961455,0.985517,0.922045
1208,0.955987,0.909864,0.961768,0.985725,0.922453
1209,0.95632,0.910246,0.962035,0.985897,0.922798
1210,0.956637,0.910717,0.962321,0.986036,0.923197
1211,0.956969,0.911284,0.962638,0.986232,0.923677
1212,0.957334,0.911839,0.962961,0.986376,0.924073
1213,0.957697,0.912359,0.963327,0.986508,0.924483
1214,0.958036,0.912797,0.963679,0.986698,0.924908
1215,0.958339,0.913182,0.964026,0.986862,0.925284
1216,0.95866,0.913645,0.964366,0.98706,0.925696
1217,0.959008,0.914133,0.964629,0.987295,0.926166
1218,0.959349,0.914595,0.964935,0.987506,0.926593
1219,0.959702,0.915066,0.965272,0.987688,0.926984
1220,0.960017,0.915521,0.965598,0.987838,0.927435
1221,0.960317,0.91595,0.965975,0.987988,0.927929
1222,0.96065,0.916431,0.966289,0.988145,0.928399
1223,0.960977,0.916986,0.966602,0.988337,0.928896
1224,0.96133,0.917502,0.966935,0.988524,0.929434
1225,0.96173,0.917965,0.967265,0.988662,0.92988
1226,0.962084,0.918475,0.967675,0.98885,0.930342
1227,0.962362,0.918953,0.968013,0.988993,0.930832
1228,0.96266,0.919384,0.968284,0.989065,0.93124
1229,0.962977,0.919867,0.968593,0.989196,0.931701
1230,0.963248,0.920399,0.968849,0.989375,0.932207
1231,0.963562,0.920914,0.969163,0.989495,0.932693
1232,0.963967,0.921473,0.969585,0.989624,0.933227
1233,0.9643,0.921979,0.96993,0.989769,0.933708
1234,0.964599,0.922462,0.970265,0.989907,0.934148
1235,0.964882,0.922925,0.970547,0.989987,0.93461
1236,0.965191,0.923421,0.970854,0.990164,0.935099
1237,0.965446,0.923872,0.971108,0.990261,0.935465
1238,0.96573,0.924378,0.971402,0.990324,0.935906
1239,0.96607,0.92494,0.971818,0.990487,0.936388
1240,0.966326,0.92542,0.972164,0.990591,0.93677
1241,0.966649,0.925941,0.97249,0.990692,0.937213
1242,0.967017,0.926485,0.972908,0.990857,0.937711
1243,0.967313,0.92695,0.973261,0.990975,0.938154
1244,0.967701,0.927447,0.973592,0.991087,0.938626
1245,0.968097,0.927954,0.974022,0.991235,0.939176
1246,0.968348,0.928432,0.974422,0.991354,0.939654
1247,0.968553,0.928917,0.974784,0.991467,0.94007
1248,0.968792,0.929452,0.975192,0.991599,0.940609
1249,0.969055,0.930007,0.97559,0.991706,0.941137
1250,0.969371,0.930526,0.976024,0.991827,0.941645
1251,0.969823,0.931049,0.976517,0.991983,0.942227
1252,0.970189,0.931584,0.976934,0.992091,0.942776
1253,0.970547,0.932078,0.977332,0.99216,0.943224
1254,0.970855,0.932605,0.977758,0.992276,0.943733
1255,0.971092,0.933185,0.978141,0.992393,0.944309
1256,0.971374,0.933741,0.978543,0.992505,0.9448
1257,0.971641,0.934282,0.979015,0.992677,0.945284
1258,0.97193,0.934824,0.979414,0.992756,0.945764
1259,0.97224,0.935355,0.979754,0.992767,0.946205
1260,0.972579,0.935913,0.980091,0.992791,0.946604
1261,0.972887,0.93646,0.980476,0.992801,0.947112
1262,0.973244,0.937034,0.980912,0.992892,0.947631
1263,0.973615,0.937629,0.981415,0.993118,0.948154
1264,0.973933,0.938169,0.98188,0.993268,0.948722
1265,0.974239,0.93868,0.982277,0.993351,0.949237
1266,0.974549,0.939194,0.982667,0.993489,0.949728
1267,0.97486,0.939686,0.982999,0.993585,0.95018
1268,0.975211,0.940218,0.983379,0.993695,0.950649
1269,0.975586,0.940732,0.983816,0.993878,0.951155
1270,0.975939,0.941197,0.984209,0.994055,0.951592
1271,0.97632,0.941729,0.984631,0.994256,0.95214
1272,0.976714,0.942253,0.985002,0.994482,0.952695
1273,0.977076,0.94278,0.985315,0.994735,0.95318
1274,0.977499,0.943359,0.985655,0.995008,0.953757
1275,0.977902,0.943915,0.985966,0.995253,0.954264
1276,0.978267,0.944458,0.986237,0.995461,0.954716
1277,0.978651,0.944979,0.986535,0.995713,0.955199
1278,0.979078,0.94549,0.986818,0.995974,0.955657
1279,0.979456,0.946017,0.987126,0.996233,0.956132
1280,0.979814,0.946505,0.987489,0.996522,0.956632
1281,0.980171,0.947018,0.987781,0.996776,0.957141
1282,0.980529,0.9476,0.98806,0.997029,0.957704
1283,0.980873,0.948137,0.988323,0.997278,0.958191
1284,0.981165,0.948628,0.988524,0.997506,0.958612
1285,0.981514,0.949169,0.988753,0.997729,0.959077
1286,0.981925,0.949762,0.989001,0.997956,0.95952
1287,0.982233,0.950251,0.989218,0.998151,0.959974
1288,0.98253,0.950761,0.989455,0.998339,0.960483
1289,0.982907,0.951305,0.989672,0.998564,0.961007
1290,0.983261,0.951807,0.989874,0.998807,0.961497
1291,0.983613,0.952345,0.990155,0.99897,0.961981
1292,0.983954,0.952877,0.990431,0.999106,0.962436
1293,0.984253,0.953385,0.990679,0.999243,0.962902
1294,0.984557,0.953918,0.990918,0.99932,0.963393
1295,0.984898,0.954454,0.991197,0.999425,0.963901
1296,0.985324,0.955011,0.9915,0.999547,0.964452
1297,0.985733,0.955593,0.991758,0.999636,0.965003
1298,0.986017,0.956123,0.992006,0.999702,0.965494
1299,0.986279,0.956618,0.992219,0.999768,0.965942
1300,0.986584,0.957173,0.992445,0.99986,0.966461
1301,0.986936,0.957775,0.992708,0.999897,0.966995
1302,0.987267,0.958334,0.992925,0.999911,0.967477
1303,0.987671,0.958917,0.993171,0.999916,0.967982
1304,0.987987,0.959455,0.993366,0.999917,0.968457
1305,0.988225,0.959922,0.993452,0.999873,0.968823
1306,0.988489,0.960428,0.993622,0.999819,0.969269
1307,0.988758,0.960956,0.99386,0.999788,0.969813
1308,0.989027,0.961457,0.994023,0.999682,0.970255
1309,0.989247,0.961935,0.994154,0.999454,0.970621
1310,0.989537,0.962445,0.994344,0.999361,0.971064
1311,0.989886,0.962931,0.994479,0.999332,0.971447
1312,0.990174,0.963449,0.99467,0.999249,0.971912
1313,0.990467,0.964044,0.994986,0.999201,0.972558
1314,0.990763,0.964565,0.995217,0.999153,0.973051
1315,0.991013,0.965035,0.995381,0.999083,0.973472
1316,0.991297,0.965539,0.995634,0.998956,0.973924
1317,0.991626,0.966092,0.995879,0.998921,0.974349
1318,0.991935,0.96664,0.996066,0.998906,0.974749
1319,0.992167,0.967193,0.996347,0.99878,0.975252
1320,0.992448,0.967843,0.996637,0.998727,0.975775
1321,0.99273,0.968425,0.996846,0.998653,0.976243
1322,0.992957,0.968905,0.99703,0.998493,0.976702
1323,0.993265,0.969485,0.997192,0.998412,0.977152
1324,0.993526,0.970031,0.997318,0.998271,0.977574
1325,0.993728,0.970485,0.997517,0.998148,0.977986
1326,0.993952,0.971021,0.997711,0.998095,0.978378
1327,0.994101,0.971468,0.997788,0.997956,0.978742
1328,0.994264,0.971853,0.997938,0.997885,0.979121
1329,0.994508,0.9724,0.998123,0.99788,0.97956
1330,0.994721,0.972886,0.998222,0.9978,0.979976
1331,0.994945,0.973379,0.998387,0.997785,0.980386
1332,0.995215,0.973945,0.998627,0.99777,0.98086
1333,0.995463,0.974421,0.998817,0.997767,0.981252
1334,0.995694,0.974803,0.998985,0.997735,0.981543
1335,0.99591,0.975256,0.999197,0.99776,0.981912
1336,0.996127,0.975711,0.999461,0.997804,0.982319
1337,0.996331,0.97616,0.999618,0.997879,0.982674
1338,0.996481,0.976638,0.99974,0.998016,0.983058
1339,0.996686,0.977088,0.999835,0.998088,0.983373
1340,0.996944,0.977511,0.999863,0.99812,0.983592
1341,0.997157,0.977941,0.999906,0.998245,0.983856
1342,0.997352,0.978393,1,0.99837,0.984108
1343,0.997553,0.978773,1,0.998511,0.984369
1344,0.997747,0.979114,0.999941,0.998744,0.984674
1345,0.99793,0.979455,0.999842,0.998929,0.984933
1346,0.998131,0.979757,0.999705,0.9991,0.985184
1347,0.998275,0.980058,0.99947,0.999228,0.985382
1348,0.998436,0.980369,0.999202,0.999342,0.985535
1349,0.998606,0.980651,0.998946,0.99949,0.985663
1350,0.998703,0.980868,0.998581,0.99959,0.985757
1351,0.99878,0.981028,0.998139,0.999622,0.985829
1352,0.9988,0.981188,0.997728,0.999662,0.985898
1353,0.998815,0.981338,0.997229,0.999712,0.985938
1354,0.998829,0.981493,0.99673,0.999753,0.985996
1355,0.998972,0.981662,0.996373,0.999816,0.986049
1356,0.999079,0.981811,0.995995,0.999857,0.986108
1357,0.999212,0.981975,0.995641,0.999894,0.986256
1358,0.999363,0.982144,0.995424,0.999957,0.986406
1359,0.999416,0.982348,0.995213,0.999959,0.986517
1360,0.999481,0.982605,0.995023,0.99996,0.986623
1361,0.99961,0.982819,0.994937,0.999962,0.986735
1362,0.999684,0.983053,0.994812,0.999964,0.986887
1363,0.999694,0.983297,0.994686,1,0.987053
1364,0.999774,0.983575,0.994555,1,0.987221
1365,0.9999,0.983899,0.994483,1,0.987458
1366,0.999935,0.984131,0.994268,1,0.987592
1367,1,0.984384,0.994023,1,0.987683
1368,1,0.984552,0.993694,0.999949,0.987761
1369,0.999964,0.984633,0.99333,0.999894,0.98783
1370,0.999842,0.984699,0.992765,0.999704,0.987809
1371,0.999634,0.984762,0.992133,0.999392,0.987773
1372,0.999389,0.984723,0.991295,0.99904,0.987624
1373,0.999076,0.984619,0.990268,0.998634,0.987384
1374,0.998727,0.984486,0.989131,0.998149,0.98709
1375,0.998382,0.984329,0.98793,0.997609,0.986766
1376,0.997899,0.98406,0.986449,0.996952,0.986289
1377,0.997322,0.983766,0.984855,0.996223,0.985749
1378,0.996667,0.983308,0.982906,0.995373,0.985049
1379,0.995933,0.982749,0.980671,0.994392,0.984216
