Wavelength,Spectra 1,Spectra 2,Spectra 3,Spectra 4,Spectra 5
1380,0.995114,0.982058,0.978211,0.99336,0.983251
1381,0.994205,0.981249,0.975432,0.99222,0.98216
1382,0.993238,0.980323,0.972498,0.99104,0.980937
1383,0.992213,0.979282,0.969341,0.989812,0.979586
1384,0.991056,0.978088,0.966017,0.988512,0.978087
1385,0.989802,0.976796,0.962499,0.98717,0.976458
1386,0.9885,0.975293,0.95881,0.985715,0.974684
1387,0.98707,0.973677,0.95501,0.984204,0.972767
1388,0.985556,0.972048,0.951255,0.98269,0.970829
1389,0.984043,0.970323,0.947569,0.981057,0.968845
1390,0.982504,0.968637,0.944138,0.979425,0.966878
1391,0.980971,0.967033,0.941017,0.977826,0.965034
1392,0.979455,0.965445,0.938188,0.976118,0.963271
1393,0.977953,0.963992,0.935805,0.974449,0.961657
1394,0.976487,0.962685,0.933819,0.972832,0.960169
1395,0.975026,0.961455,0.932129,0.971139,0.958747
1396,0.973635,0.960412,0.930932,0.969483,0.95752
1397,0.972254,0.959487,0.930075,0.967807,0.956451
1398,0.970916,0.958681,0.929505,0.966085,0.955568
1399,0.969658,0.957996,0.929213,0.964412,0.954846
1400,0.968347,0.957348,0.929133,0.962682,0.954163
1401,0.967047,0.956665,0.928892,0.960925,0.953424
1402,0.965819,0.956089,0.928867,0.95919,0.952764
1403,0.964457,0.955321,0.928349,0.957351,0.951936
1404,0.963055,0.954545,0.927759,0.955432,0.951109
1405,0.961568,0.953494,0.926601,0.953503,0.950017
1406,0.959977,0.952241,0.925065,0.951493,0.94876
1407,0.958348,0.950917,0.923122,0.949498,0.94736
1408,0.956604,0.949343,0.920561,0.947458,0.945673
1409,0.954938,0.947866,0.918101,0.945473,0.944082
1410,0.953185,0.946246,0.915052,0.943446,0.942308
1411,0.95161,0.944887,0.912689,0.941571,0.940809
1412,0.950039,0.943407,0.910106,0.939726,0.939154
1413,0.948732,0.942471,0.908651,0.938044,0.93814
1414,0.947539,0.941766,0.907601,0.936464,0.937371
1415,0.946614,0.941526,0.907653,0.935057,0.937135
1416,0.945927,0.941704,0.908664,0.933808,0.937407
1417,0.945419,0.942238,0.910417,0.932646,0.938063
1418,0.945208,0.943292,0.913255,0.931684,0.939252
1419,0.945115,0.944399,0.916354,0.930679,0.940561
1420,0.945023,0.945975,0.920452,0.929755,0.942445
1421,0.944916,0.947348,0.924247,0.928824,0.944089
1422,0.944805,0.94889,0.928604,0.927856,0.945954
1423,0.944658,0.950155,0.932357,0.926986,0.947496
1424,0.944458,0.951379,0.936052,0.926124,0.948953
1425,0.94425,0.95232,0.939247,0.925373,0.950144
1426,0.944027,0.953049,0.94201,0.924674,0.951138
1427,0.943796,0.953571,0.944473,0.924139,0.95188
1428,0.943509,0.953833,0.946556,0.923677,0.952351
1429,0.943293,0.953991,0.948364,0.923427,0.952699
1430,0.943061,0.95395,0.949789,0.923334,0.952803
1431,0.942933,0.953821,0.951116,0.923441,0.952829
1432,0.942884,0.953582,0.952127,0.923718,0.952726
1433,0.942832,0.953185,0.952978,0.924085,0.952479
1434,0.942809,0.952625,0.95368,0.924527,0.952083
1435,0.942771,0.951931,0.954158,0.925046,0.951538
1436,0.942602,0.951114,0.954443,0.925551,0.950834
1437,0.942405,0.950195,0.954538,0.926032,0.950024
1438,0.942183,0.949103,0.954462,0.926534,0.949137
1439,0.941792,0.947892,0.954187,0.926875,0.948093
1440,0.94138,0.946663,0.953815,0.927125,0.946971
1441,0.940932,0.945308,0.953364,0.927316,0.945775
1442,0.940332,0.943885,0.952798,0.92734,0.944449
1443,0.939639,0.942425,0.952198,0.92728,0.943108
1444,0.938838,0.940769,0.951457,0.927127,0.941727
1445,0.937875,0.939011,0.950558,0.926862,0.940234
1446,0.936828,0.937246,0.949622,0.926521,0.938673
1447,0.935771,0.935406,0.948628,0.926067,0.937052
1448,0.934695,0.933546,0.947577,0.925522,0.935369
1449,0.933584,0.931688,0.946528,0.924911,0.933708
1450,0.932476,0.929798,0.945464,0.924266,0.93213
1451,0.931296,0.927846,0.944308,0.923583,0.930472
1452,0.930025,0.925889,0.943122,0.922806,0.928795
1453,0.928638,0.923867,0.941862,0.921963,0.92708
1454,0.92733,0.921941,0.940684,0.921079,0.925459
1455,0.92596,0.919979,0.93945,0.920082,0.923763
1456,0.924634,0.918192,0.938338,0.919124,0.922276
1457,0.923363,0.916496,0.937305,0.918172,0.920928
1458,0.922066,0.914878,0.93633,0.917169,0.91961
1459,0.920724,0.913341,0.935396,0.916137,0.918368
1460,0.919466,0.911957,0.934549,0.91509,0.91724
1461,0.918212,0.910607,0.933746,0.913979,0.916127
1462,0.917074,0.909533,0.933094,0.912919,0.915259
1463,0.915985,0.908623,0.932519,0.91186,0.91454
1464,0.914987,0.907939,0.932105,0.910824,0.913992
1465,0.914041,0.907468,0.931813,0.909797,0.913624
1466,0.91328,0.907238,0.931708,0.908806,0.913434
1467,0.912598,0.907175,0.9317,0.90778,0.913339
1468,0.912111,0.907458,0.931955,0.906917,0.913561
1469,0.911774,0.908024,0.932455,0.906086,0.914018
1470,0.91166,0.908826,0.933097,0.905443,0.91471
1471,0.911699,0.910001,0.933984,0.904921,0.915734
1472,0.911962,0.911248,0.934935,0.904569,0.916844
1473,0.912457,0.912708,0.936017,0.9043,0.918126
1474,0.913141,0.914301,0.93722,0.904332,0.919583
1475,0.914051,0.916103,0.938594,0.904564,0.921291
1476,0.915103,0.917915,0.939994,0.905056,0.922981
1477,0.916374,0.919935,0.941576,0.905815,0.924898
1478,0.917736,0.921805,0.943026,0.906786,0.926664
1479,0.91932,0.923752,0.944526,0.908043,0.928467
1480,0.920866,0.92548,0.945883,0.909408,0.930087
1481,0.922536,0.927092,0.947174,0.911023,0.93163
1482,0.924163,0.92861,0.948359,0.91271,0.933051
1483,0.925803,0.930004,0.949449,0.914545,0.934334
1484,0.927378,0.931232,0.95042,0.916424,0.935501
1485,0.928954,0.932329,0.951257,0.918491,0.936568
1486,0.930467,0.933335,0.952055,0.920456,0.937512
1487,0.931973,0.934148,0.952744,0.922488,0.938284
1488,0.933351,0.934938,0.953414,0.924392,0.939026
1489,0.934652,0.935681,0.954035,0.926237,0.939643
1490,0.935885,0.936338,0.954602,0.927991,0.940266
1491,0.936957,0.93686,0.955093,0.929654,0.940848
1492,0.938051,0.937397,0.955602,0.931252,0.941402
1493,0.939133,0.937879,0.95606,0.932802,0.941916
1494,0.940157,0.938346,0.95655,0.934186,0.942429
1495,0.941165,0.938868,0.957106,0.935545,0.94294
1496,0.942096,0.939369,0.957564,0.936901,0.94341
1497,0.942917,0.939804,0.95798,0.938117,0.943864
1498,0.943764,0.940205,0.95843,0.939364,0.944302
1499,0.944588,0.940523,0.958813,0.940594,0.944655
1500,0.945411,0.940885,0.959203,0.94175,0.945061
1501,0.946275,0.941357,0.959649,0.942929,0.945539
1502,0.947084,0.941806,0.960062,0.944078,0.945972
1503,0.947883,0.942253,0.960532,0.945197,0.946459
1504,0.948684,0.942659,0.961033,0.946257,0.946912
1505,0.949434,0.942978,0.961471,0.94725,0.947254
1506,0.950253,0.943378,0.96199,0.948307,0.947684
1507,0.951055,0.943859,0.962495,0.949332,0.948192
1508,0.951779,0.944377,0.962929,0.9503,0.948676
1509,0.95255,0.944943,0.963449,0.951307,0.949178
1510,0.953271,0.945434,0.963955,0.952222,0.9497
1511,0.953989,0.945938,0.964428,0.953118,0.950203
1512,0.954759,0.946476,0.964944,0.954054,0.950702
1513,0.955453,0.94698,0.965461,0.954872,0.951258
1514,0.956161,0.947567,0.965996,0.955706,0.951855
1515,0.956842,0.94815,0.966505,0.956573,0.952388
1516,0.957454,0.948715,0.967004,0.95735,0.952943
1517,0.958102,0.949349,0.967501,0.958177,0.953574
1518,0.958714,0.949959,0.967909,0.958983,0.954126
1519,0.95934,0.950581,0.968359,0.959673,0.954676
1520,0.960018,0.951218,0.968849,0.960396,0.955314
1521,0.960657,0.951804,0.969316,0.961146,0.9559
1522,0.961279,0.952433,0.969853,0.961942,0.956497
1523,0.961882,0.953087,0.970363,0.96274,0.957122
1524,0.962446,0.953755,0.970851,0.963463,0.957691
1525,0.96306,0.954451,0.971385,0.964202,0.958266
1526,0.963722,0.955133,0.971882,0.96492,0.958869
1527,0.964383,0.955848,0.972406,0.965617,0.95954
1528,0.96504,0.956541,0.972952,0.966287,0.960194
1529,0.965616,0.957195,0.973425,0.966876,0.960765
1530,0.96622,0.957918,0.973941,0.967513,0.961379
1531,0.966889,0.958628,0.97447,0.968183,0.961989
1532,0.967526,0.959297,0.974961,0.968831,0.962593
1533,0.968206,0.960035,0.975533,0.969505,0.963314
1534,0.968879,0.960788,0.976089,0.970132,0.964052
1535,0.969522,0.96155,0.976664,0.970743,0.964767
1536,0.970167,0.962341,0.977299,0.971383,0.965504
1537,0.970832,0.963115,0.977874,0.971982,0.966216
1538,0.971522,0.963927,0.978466,0.972591,0.966957
1539,0.972125,0.964707,0.979021,0.973167,0.967644
1540,0.972728,0.965501,0.979555,0.973713,0.968319
1541,0.973349,0.96641,0.980154,0.974345,0.969087
1542,0.973923,0.967294,0.98072,0.974945,0.969798
1543,0.974585,0.968148,0.981307,0.975527,0.970522
1544,0.975306,0.968989,0.981912,0.976171,0.971289
1545,0.975953,0.96973,0.982423,0.976718,0.971909
1546,0.976566,0.970438,0.982903,0.977217,0.972538
1547,0.977175,0.97115,0.983379,0.977719,0.973242
1548,0.977769,0.97183,0.983809,0.978167,0.973892
1549,0.978329,0.972509,0.984272,0.97865,0.974612
1550,0.978869,0.973153,0.984769,0.979113,0.975269
1551,0.9794,0.973801,0.985246,0.979559,0.97581
1552,0.979844,0.974454,0.985743,0.980025,0.976422
1553,0.980285,0.975049,0.98622,0.980427,0.977002
1554,0.980818,0.975652,0.986668,0.980848,0.977604
1555,0.981309,0.976235,0.987138,0.981301,0.978269
1556,0.981767,0.976806,0.987576,0.981697,0.978841
1557,0.982302,0.977419,0.98801,0.982133,0.979391
1558,0.982794,0.978015,0.9885,0.982611,0.979934
1559,0.983208,0.978615,0.988941,0.983001,0.980426
1560,0.983652,0.979229,0.989374,0.983433,0.980958
1561,0.984083,0.979818,0.989807,0.983899,0.981501
1562,0.984476,0.98039,0.990112,0.984262,0.981978
1563,0.984883,0.980924,0.990426,0.984671,0.98245
1564,0.985302,0.981401,0.990754,0.985021,0.982901
1565,0.98567,0.981845,0.990986,0.985246,0.983266
1566,0.985984,0.982273,0.991296,0.985589,0.983662
1567,0.986323,0.982679,0.991619,0.985909,0.984111
1568,0.986651,0.983049,0.991831,0.986184,0.984461
1569,0.986953,0.983451,0.992113,0.986556,0.984789
1570,0.987336,0.983911,0.992433,0.986863,0.985137
1571,0.987709,0.984345,0.992643,0.987125,0.985422
1572,0.987993,0.984778,0.99287,0.987445,0.985762
1573,0.988257,0.985195,0.993136,0.987712,0.986174
1574,0.988501,0.985561,0.993349,0.987885,0.986554
1575,0.988789,0.985963,0.993605,0.988097,0.98694
1576,0.989134,0.986398,0.99391,0.988329,0.987298
1577,0.98944,0.986845,0.994181,0.988515,0.987665
1578,0.989706,0.987261,0.994427,0.988764,0.988076
1579,0.989916,0.98762,0.994654,0.989025,0.988447
1580,0.990122,0.988041,0.994896,0.989195,0.988894
1581,0.990422,0.988477,0.995143,0.9894,0.989367
1582,0.990765,0.9889,0.995367,0.989683,0.989778
1583,0.991131,0.989394,0.995648,0.989936,0.990226
1584,0.99147,0.989827,0.99593,0.99018,0.990634
1585,0.991733,0.990178,0.996139,0.990474,0.990977
1586,0.99201,0.990564,0.996388,0.990749,0.991302
1587,0.992247,0.990879,0.996617,0.990961,0.991555
1588,0.992503,0.991216,0.996816,0.991217,0.991807
1589,0.992879,0.991663,0.997065,0.991506,0.992111
1590,0.993176,0.991989,0.997249,0.99173,0.992345
1591,0.993439,0.992278,0.997394,0.991989,0.992602
1592,0.993726,0.992544,0.997557,0.992263,0.992883
1593,0.993887,0.992706,0.997663,0.992413,0.993035
1594,0.994066,0.992946,0.997785,0.992518,0.993229
1595,0.994274,0.993225,0.997927,0.992667,0.993484
1596,0.994409,0.993528,0.997994,0.992808,0.993672
1597,0.994603,0.993846,0.998069,0.992969,0.993932
1598,0.994806,0.994084,0.998107,0.993189,0.994222
1599,0.994989,0.994368,0.998134,0.993378,0.994453
1600,0.99523,0.994624,0.998275,0.993581,0.994736
1601,0.995438,0.994794,0.998412,0.993851,0.995012
1602,0.995611,0.995046,0.998573,0.99414,0.995295
1603,0.995789,0.995286,0.998756,0.994421,0.995584
1604,0.995973,0.995496,0.998888,0.994643,0.99583
1605,0.996186,0.995764,0.999028,0.994854,0.996086
1606,0.996388,0.995984,0.999148,0.99506,0.996263
1607,0.996548,0.996198,0.999276,0.995202,0.996425
1608,0.99668,0.996451,0.99936,0.995362,0.996649
1609,0.996759,0.996617,0.999362,0.99551,0.996773
1610,0.996819,0.996733,0.999373,0.995573,0.996862
1611,0.996966,0.996899,0.999404,0.995723,0.997022
1612,0.997125,0.997029,0.999419,0.995897,0.997103
1613,0.997243,0.997141,0.999434,0.995987,0.99718
1614,0.997402,0.997359,0.99945,0.996122,0.997351
1615,0.997543,0.997497,0.999471,0.996228,0.997439
1616,0.997659,0.997534,0.999479,0.996348,0.997489
1617,0.997785,0.997699,0.999511,0.996545,0.997592
1618,0.997892,0.997871,0.999535,0.996721,0.997654
1619,0.998047,0.998009,0.999559,0.996877,0.997724
1620,0.998204,0.998215,0.999672,0.996977,0.99785
1621,0.998343,0.99835,0.999749,0.997077,0.997982
1622,0.99852,0.998418,0.999793,0.997184,0.998094
1623,0.998579,0.998508,0.999759,0.997239,0.998185
1624,0.99858,0.998569,0.999631,0.997345,0.998268
1625,0.998688,0.998655,0.999617,0.997497,0.998335
1626,0.998753,0.99877,0.999684,0.997625,0.99842
1627,0.998815,0.998859,0.999717,0.997761,0.998543
1628,0.99892,0.999,0.999749,0.997942,0.998707
1629,0.998921,0.999135,0.999793,0.998051,0.998864
1630,0.998932,0.999248,0.999842,0.998122,0.998998
1631,0.998943,0.999408,0.99989,0.998301,0.999133
1632,0.999001,0.999489,0.999982,0.998434,0.999167
1633,0.999091,0.999505,0.999958,0.998485,0.999173
1634,0.999178,0.999564,0.999965,0.998603,0.999179
1635,0.999256,0.999619,0.999946,0.998697,0.999186
1636,0.99927,0.999654,0.999863,0.998698,0.999207
1637,0.999255,0.999718,0.999842,0.998699,0.999286
1638,0.999242,0.999788,0.999829,0.998722,0.999309
1639,0.999228,0.999819,0.999761,0.998745,0.999349
1640,0.999271,0.999881,0.999758,0.998768,0.999389
1641,0.999283,0.999898,0.999755,0.998845,0.999416
1642,0.99929,0.999886,0.999753,0.998908,0.999466
1643,0.999349,0.999888,0.99975,0.998991,0.999596
1644,0.99938,0.999792,0.99973,0.999017,0.999597
1645,0.999411,0.999817,0.999728,0.999075,0.999649
1646,0.99956,0.999889,0.999803,0.999217,0.999795
1647,0.999611,0.999909,0.999844,0.999302,0.999815
1648,0.999722,0.999929,0.99992,0.999455,0.99988
1649,0.999859,0.999998,1,0.999635,0.999993
1650,0.99988,0.999953,1,0.999691,1
1651,0.999969,1,1,0.999794,1
1652,1,1,0.999988,0.999845,1
1653,0.999995,0.999913,0.999887,0.999854,0.999972
1654,0.999989,0.999873,0.999887,0.999863,0.999925
1655,0.999984,0.999839,0.999886,0.999872,0.999972
1656,0.999979,0.999826,0.999849,0.999881,1
1657,1,0.999882,0.999844,0.999981,0.999976
1658,0.999904,0.999923,0.999826,0.999995,0.999963
1659,0.999831,0.999903,0.999782,1,0.999873
1660,0.999786,0.999899,0.999772,0.999954,0.999804
1661,0.999715,0.9999,0.999767,0.999816,0.999825
1662,0.999813,0.999889,0.999824,0.999816,0.99989
1663,0.999855,0.999975,0.99989,0.999851,0.999987
1664,0.999864,0.99999,0.999897,0.999865,1
1665,0.99992,1,0.999881,1,0.999971
1666,0.999927,0.999994,0.999796,0.999949,0.999879
1667,0.999934,0.99996,0.999758,0.999956,0.999879
1668,0.99999,0.999942,0.999705,0.999961,0.999844
1669,0.999955,0.999854,0.999658,0.999934,0.999824
1670,1,0.999809,0.999631,0.999907,0.999805
1671,0.99997,0.999744,0.99956,0.999877,0.999734
1672,0.999928,0.999692,0.99949,0.999869,0.999656
1673,0.999885,0.999746,0.999497,0.99986,0.999715
1674,0.999854,0.999752,0.999538,0.999831,0.999741
1675,0.99989,0.999825,0.999596,0.999818,0.99976
1676,0.999993,0.99993,0.999671,0.999818,0.999843
1677,1,0.999959,0.999798,0.999829,0.99989
1678,1,1,0.999917,0.99991,0.999911
1679,0.999967,1,0.999964,0.999989,0.999966
1680,0.999947,1,1,1,1
1681,1,1,0.999978,1,0.999992
1682,1,1,0.999922,1,0.999984
1683,1,1,0.999928,1,0.999976
1684,1,1,0.999967,1,0.999968
1685,1,1,1,1,1
1686,1,1,1,0.999984,1
1687,0.999981,1,0.99997,0.999951,0.999961
1688,0.999913,0.999998,0.999941,0.999899,0.99995
1689,0.99987,0.999991,0.999882,0.999879,0.999901
1690,0.999826,0.999952,0.99985,0.999909,0.999862
1691,0.99984,0.999953,0.999907,0.999918,0.999939
1692,0.99987,1,0.999911,0.999917,0.999965
1693,0.999899,0.999991,0.999923,0.999925,0.999905
1694,0.999938,0.999984,1,0.999907,0.999907
1695,0.999996,1,1,0.999961,0.999917
1696,1,0.999977,0.999983,1,0.999887
1697,0.999986,0.99998,1,0.999992,0.999941
1698,1,1,0.999988,1,0.999998
1699,0.999996,0.999986,0.999982,0.999951,0.999999
1700,0.999993,0.999978,0.999975,0.999916,1
1701,0.999989,0.999935,0.999874,0.999891,1
1702,0.999916,0.99987,0.99984,0.99984,1
1703,0.99984,0.999915,0.999879,0.999829,1
1704,0.999778,0.999927,0.999901,0.999758,1
1705,0.999659,0.999951,0.999922,0.999681,1
1706,0.999557,1,0.999981,0.999685,0.999999
1707,0.999489,0.999982,0.999987,0.99971,0.999998
1708,0.999407,0.999943,0.999993,0.999726,0.999997
1709,0.999377,0.999865,1,0.999743,0.999996
1710,0.999315,0.999747,1,0.99967,0.999995
1711,0.999115,0.999599,0.999955,0.999453,0.999924
1712,0.998949,0.999513,0.999958,0.999261,0.9999
1713,0.998733,0.999465,1,0.999055,0.999872
1714,0.998521,0.999405,1,0.998783,0.999854
1715,0.998308,0.999344,1,0.998422,0.999849
1716,0.99812,0.999316,1,0.998125,0.999862
1717,0.997905,0.999293,0.999923,0.997812,0.999906
1718,0.997764,0.99932,0.999912,0.997509,0.999923
1719,0.997717,0.999403,0.999946,0.99729,0.999972
1720,0.997605,0.999489,0.999956,0.996959,1
1721,0.997489,0.999605,0.999989,0.996563,0.999999
1722,0.997385,0.999711,1,0.99619,1
1723,0.997274,0.999836,0.999986,0.995799,1
1724,0.997156,0.999891,0.999996,0.995301,0.999988
1725,0.99701,0.999959,0.999953,0.994799,1
1726,0.996816,0.999977,0.999915,0.994173,0.999998
1727,0.996621,1,0.999945,0.993553,0.999993
1728,0.996436,1,0.999923,0.99299,0.999986
1729,0.996206,0.999998,0.999941,0.992363,0.999938
1730,0.995897,0.999992,0.999951,0.99171,0.999948
1731,0.995541,0.999951,0.999907,0.991004,0.999999
1732,0.995133,0.999993,0.99999,0.990238,1
1733,0.994691,1,1,0.989415,0.999961
1734,0.994207,0.999976,0.999968,0.98857,0.999903
1735,0.993673,1,1,0.987727,0.99985
1736,0.99304,0.999959,0.999931,0.986842,0.999756
1737,0.992351,0.999884,0.999918,0.985975,0.999699
1738,0.991676,0.99986,0.999989,0.98512,0.999608
1739,0.990955,0.99979,0.999968,0.984186,0.999461
1740,0.990293,0.999832,0.999986,0.983184,0.99935
1741,0.989638,0.999855,0.999939,0.982152,0.9992
1742,0.988849,0.999858,0.999853,0.981062,0.999093
1743,0.988135,0.999887,0.999882,0.979987,0.999019
1744,0.987508,0.999776,0.999873,0.978977,0.998911
1745,0.986851,0.999695,0.999862,0.977999,0.998858
1746,0.986272,0.999623,0.999829,0.977042,0.998738
1747,0.985688,0.999496,0.999829,0.976082,0.998641
1748,0.985045,0.999393,0.999829,0.975153,0.998571
1749,0.984445,0.999219,0.999776,0.974192,0.998442
1750,0.983937,0.998904,0.999717,0.973186,0.998321
1751,0.983389,0.998703,0.999632,0.972254,0.998152
1752,0.982816,0.998505,0.999463,0.971329,0.997883
1753,0.982226,0.998335,0.999338,0.970429,0.997675
1754,0.981599,0.998237,0.999221,0.969564,0.997452
1755,0.981016,0.998139,0.999121,0.968763,0.997317
1756,0.980394,0.998052,0.999,0.967973,0.997217
1757,0.979906,0.997968,0.998931,0.967277,0.997157
1758,0.979479,0.997902,0.998914,0.966659,0.997159
1759,0.979153,0.99787,0.998897,0.966107,0.997181
1760,0.978946,0.997838,0.998923,0.965596,0.997248
1761,0.978737,0.99785,0.998919,0.965222,0.997333
1762,0.978611,0.997913,0.998901,0.964971,0.997496
1763,0.978482,0.997973,0.998897,0.964768,0.997563
1764,0.978349,0.998075,0.998898,0.964662,0.997615
1765,0.978327,0.998037,0.998901,0.964614,0.99754
1766,0.978353,0.99807,0.998919,0.964635,0.997476
1767,0.978476,0.998031,0.998968,0.964796,0.997392
1768,0.978605,0.997953,0.998982,0.965026,0.997369
1769,0.978782,0.998031,0.998996,0.965341,0.997438
1770,0.979032,0.998074,0.999009,0.96581,0.997473
1771,0.979326,0.998031,0.999018,0.966379,0.997543
1772,0.979711,0.998022,0.999023,0.967047,0.997571
1773,0.980096,0.997925,0.999046,0.967829,0.997488
1774,0.980475,0.997716,0.999037,0.968639,0.997422
1775,0.980868,0.997578,0.999029,0.969525,0.997351
1776,0.981309,0.997461,0.998993,0.970452,0.99734
1777,0.981787,0.997357,0.998905,0.971464,0.99733
1778,0.982322,0.997268,0.998833,0.972469,0.997268
1779,0.982946,0.997224,0.998734,0.973559,0.997138
1780,0.983535,0.997117,0.998595,0.974551,0.996996
1781,0.984188,0.996985,0.998466,0.975473,0.996781
1782,0.984768,0.996856,0.998283,0.976441,0.996598
1783,0.985275,0.996688,0.998018,0.977346,0.996411
1784,0.985816,0.996538,0.997773,0.978327,0.996225
1785,0.986367,0.99645,0.997521,0.97943,0.996082
1786,0.986854,0.996235,0.997239,0.9804,0.995842
1787,0.987356,0.995984,0.996937,0.981366,0.995562
1788,0.987773,0.995645,0.996626,0.982239,0.995255
1789,0.988118,0.995187,0.996301,0.983015,0.994867
1790,0.988394,0.994719,0.995943,0.983758,0.994494
1791,0.988616,0.994203,0.995566,0.984446,0.994136
1792,0.988764,0.993628,0.995171,0.985083,0.993706
1793,0.988814,0.993026,0.994725,0.985656,0.993233
1794,0.988849,0.992294,0.99431,0.986195,0.992724
1795,0.988844,0.991452,0.993898,0.986702,0.99217
1796,0.988758,0.990606,0.993486,0.987115,0.991573
1797,0.988606,0.989626,0.993073,0.987464,0.990909
1798,0.988364,0.988816,0.99267,0.987713,0.990315
1799,0.988131,0.988044,0.992265,0.987918,0.989684
1800,0.987802,0.987323,0.991864,0.987995,0.989086
1801,0.987655,0.986767,0.99157,0.988177,0.988615
1802,0.987615,0.986273,0.991327,0.988406,0.988122
1803,0.987656,0.985986,0.991188,0.988629,0.987864
1804,0.987901,0.985909,0.991154,0.988905,0.987829
1805,0.988122,0.985979,0.991214,0.989206,0.987895
1806,0.988346,0.98631,0.991377,0.989456,0.988138
1807,0.988662,0.986653,0.991633,0.989819,0.988509
1808,0.989061,0.98713,0.992067,0.990305,0.989064
1809,0.98947,0.987668,0.992455,0.990786,0.989644
1810,0.989986,0.988326,0.992926,0.99136,0.990465
1811,0.990453,0.988941,0.99336,0.991874,0.991111
1812,0.990914,0.989674,0.993801,0.992406,0.991721
1813,0.991364,0.990278,0.994181,0.992871,0.99228
1814,0.991798,0.990773,0.994538,0.993253,0.992728
1815,0.992255,0.99131,0.994875,0.993709,0.993218
1816,0.99267,0.991829,0.995135,0.994137,0.993681
1817,0.993209,0.992331,0.995432,0.994635,0.994184
1818,0.993853,0.992853,0.995766,0.995245,0.994744
1819,0.994431,0.99329,0.996009,0.995751,0.995165
1820,0.995095,0.993667,0.996197,0.996264,0.995568
1821,0.995634,0.994021,0.996422,0.996712,0.995879
1822,0.996098,0.994332,0.996615,0.997098,0.996064
1823,0.996524,0.994604,0.996877,0.997431,0.996206
1824,0.996787,0.994747,0.997025,0.997727,0.996278
1825,0.996928,0.994742,0.997054,0.998003,0.996226
1826,0.997069,0.994674,0.996999,0.998225,0.996053
1827,0.997231,0.994473,0.996929,0.998618,0.996015
1828,0.99731,0.99417,0.996804,0.998835,0.995821
1829,0.997427,0.993764,0.996692,0.998979,0.995603
1830,0.998714,0.993176,0.996424,0.999015,0.995177
1831,1,0.998775,1,1,1
1832,0.999436,0.997496,0.999292,1,0.998878
1833,0.998709,0.995953,0.998364,1,0.997501
1834,0.997904,0.994179,0.997326,0.999846,0.995942
1835,0.996904,0.992085,0.996238,0.999636,0.994187
1836,0.995658,0.989665,0.9948,0.999373,0.992093
1837,0.994302,0.986982,0.993148,0.998929,0.989789
1838,0.992831,0.984115,0.991438,0.998384,0.987299
1839,0.991132,0.981019,0.98954,0.997863,0.984557
1840,0.989438,0.97787,0.987581,0.997253,0.981788
1841,0.987677,0.974705,0.985609,0.99656,0.979035
1842,0.985837,0.971457,0.983573,0.995749,0.976163
1843,0.983869,0.968164,0.981528,0.995056,0.973386
1844,0.982021,0.964937,0.979544,0.994457,0.970756
1845,0.980242,0.961852,0.977637,0.993774,0.9681
1846,0.97855,0.959052,0.975913,0.993191,0.965637
1847,0.977059,0.956525,0.974342,0.992679,0.963332
1848,0.975749,0.954327,0.973015,0.992112,0.961203
1849,0.974594,0.952476,0.972019,0.991684,0.959467
1850,0.973628,0.950999,0.971275,0.991396,0.958134
1851,0.972874,0.949908,0.970714,0.991146,0.957107
1852,0.972353,0.949171,0.970419,0.990997,0.956392
1853,0.972037,0.948833,0.970384,0.99093,0.956027
1854,0.971914,0.948811,0.970517,0.990862,0.955998
1855,0.972002,0.94909,0.970812,0.990803,0.95615
1856,0.97227,0.949527,0.971297,0.990861,0.956452
1857,0.972639,0.950058,0.971858,0.990899,0.957038
1858,0.973064,0.950923,0.972508,0.990911,0.957849
1859,0.973668,0.952087,0.973251,0.99102,0.958856
1860,0.9744,0.953381,0.974112,0.991161,0.960085
1861,0.975093,0.954869,0.975071,0.991242,0.961438
1862,0.975908,0.956599,0.976123,0.99127,0.962943
1863,0.97682,0.958541,0.977243,0.991267,0.964576
1864,0.977841,0.960569,0.978493,0.991236,0.966344
1865,0.978941,0.962958,0.979909,0.991206,0.968348
1866,0.98014,0.965731,0.981355,0.99116,0.970575
1867,0.981336,0.968504,0.982762,0.991085,0.97288
1868,0.982633,0.97148,0.9843,0.991045,0.97538
1869,0.983971,0.974641,0.985844,0.990913,0.977936
1870,0.985163,0.977781,0.987336,0.990575,0.980459
1871,0.986197,0.98088,0.988736,0.99012,0.982973
1872,0.987237,0.9841,0.990161,0.989572,0.985549
1873,0.988017,0.987212,0.991462,0.988889,0.988049
1874,0.988442,0.990003,0.992511,0.987944,0.990339
1875,0.988789,0.992532,0.993253,0.986863,0.992398
1876,0.98891,0.994779,0.993813,0.985587,0.99415
1877,0.988652,0.996618,0.994122,0.983987,0.995509
1878,0.988091,0.998083,0.994109,0.982193,0.996542
1879,0.987057,0.999169,0.993793,0.980076,0.997237
1880,0.985633,0.999818,0.993159,0.977479,0.997486
1881,0.983843,1,0.992162,0.974632,0.997193
1882,0.981582,0.999687,0.990799,0.971367,0.996496
1883,0.97885,0.998897,0.989052,0.967717,0.995343
1884,0.975753,0.997614,0.986998,0.963574,0.993778
1885,0.972367,0.995959,0.984647,0.959231,0.991781
1886,0.968599,0.993892,0.98194,0.954495,0.989438
1887,0.964529,0.991462,0.978933,0.949321,0.986802
